snapshot_month,active_accounts,churned_accounts,total_mrr,avg_mrr,expansion_revenue,revenue_at_risk,avg_renewal_probability,avg_product_health,avg_rolling_health_3m,avg_usage_frequency,avg_rolling_usage_3m,avg_feature_adoption,avg_days_since_last_login,avg_support_tickets,avg_onboarding_completion,downgrade_rate,monthly_churn_rate,mrr_growth_rate,revenue_at_risk_rate,health_trend_3m,usage_trend_3m,adoption_trend_3m,inactivity_trend_3m,support_trend_3m,mrr_trend_3m
2022-11-01,424,13,654954.27,1544.7034669811321,5238.16,9701.43,98.36502358490566,0.6024669811320754,0.5879103773584906,16.952240566037737,16.327712264150943,65.91486873508353,14.193396226415095,1.2976190476190477,74.75518867924528,0.03537735849056604,0.0307,0.0607,0.0148,0.592,16.48,64.63,14.66,1.28,613186.76
2022-12-01,454,24,704045.59,1550.7612114537444,11560.34,12774.92,98.43676211453744,0.6116035242290749,0.5939757709251102,17.297004405286344,16.602026431718063,67.40444943820225,13.30396475770925,1.2699115044247788,74.29848017621146,0.04405286343612335,0.0529,0.075,0.0181,0.601,16.9,65.79,14.03,1.28,658831.87
2023-01-01,496,18,749418.08,1510.9235483870966,8619.289999999999,7946.54,98.61909274193549,0.6219818548387096,0.6064818548387096,17.439717741935485,16.862076612903227,68.62452479338842,13.5,1.2880658436213992,74.51225806451613,0.04233870967741935,0.0363,0.0644,0.0106,0.612,17.23,67.31,13.67,1.29,702805.98
2023-02-01,540,11,825960.26,1529.556037037037,15975.42,10759.43,98.66805555555555,0.6260907407407408,0.6133092592592593,17.55112962962963,17.082666666666665,69.73320075757576,13.962962962962964,1.3738317757009346,74.44470370370371,0.044444444444444446,0.0204,0.1021,0.013,0.62,17.43,68.59,13.59,1.31,759807.98
2023-03-01,578,21,887160.15,1534.879152249135,10543.19,10528.14,98.59963667820068,0.6276470588235293,0.6185951557093425,17.476176470588236,17.136020761245675,68.57966666666667,12.801038062283737,1.3634782608695653,74.55951557093425,0.031141868512110725,0.0363,0.0741,0.0119,0.625,17.49,68.98,13.42,1.34,820846.16
2023-04-01,611,21,1001212.97,1638.6464320785597,14150.09,9476.18,98.53738134206219,0.6243158756137479,0.6207757774140753,17.732504091653027,17.300785597381342,69.19593537414966,13.270049099836333,1.2920792079207921,74.52317512274959,0.03273322422258593,0.0344,0.1286,0.0095,0.626,17.59,69.17,13.34,1.34,904777.79
2023-05-01,653,22,1014023.6900000001,1552.8693568147014,14472.49,12196.19,98.54203675344563,0.6207534456355283,0.6173721286370597,17.47199081163859,17.1676875957121,68.03718799368089,12.713629402756508,1.315541601255887,74.774134762634,0.02909647779479326,0.0337,0.0128,0.012,0.624,17.56,68.6,12.93,1.32,967465.6
2023-06-01,681,28,1134136.79,1665.3991042584435,16325.33,19103.09,98.28839941262848,0.6154698972099854,0.6147107195301028,17.316431718061672,17.27748898678414,67.4440059347181,14.209985315712188,1.267751479289941,74.92637298091043,0.030837004405286344,0.0411,0.1185,0.0168,0.62,17.51,68.23,13.4,1.29,1049791.15
2023-07-01,704,29,1197571.99,1701.0965767045454,17273.12,19765.01,98.32687499999999,0.6064261363636363,0.6087571022727273,16.896150568181817,16.94231534090909,66.3396098265896,13.403409090909092,1.2784992784992786,75.02372159090909,0.036931818181818184,0.0412,0.0559,0.0165,0.614,17.23,67.27,13.44,1.29,1115244.16
2023-08-01,726,27,1158922.41,1596.3118595041321,13701.53,17504.32,98.47815426997245,0.6039325068870524,0.6058471074380166,16.92159779614325,16.821363636363635,65.58670406732118,13.705234159779614,1.200278164116829,75.29873278236914,0.026170798898071626,0.0372,-0.0323,0.0151,0.609,17.04,66.46,13.77,1.25,1163543.73
2023-09-01,758,30,1320056.67,1741.4995646437994,17028.78,22925.61,98.22135883905013,0.6022994722955145,0.6013614775725593,16.972467018469654,16.722005277044858,65.85883064516129,14.192612137203167,1.272,75.42430079155673,0.03562005277044855,0.0396,0.139,0.0174,0.604,16.93,65.93,13.77,1.25,1225517.02
2023-10-01,779,30,1295495.33,1663.0235301668806,26529.55,18972.8,98.33664955070603,0.6063106546854942,0.6011026957637997,17.174351732991013,16.819114249037227,66.17125326370757,13.993581514762516,1.245136186770428,75.46460847240051,0.03465982028241335,0.0385,-0.0186,0.0146,0.604,17.02,65.87,13.96,1.24,1258158.14
2023-11-01,804,32,1304884.47,1622.9906343283583,18383.55,15413.09,98.2569776119403,0.6131741293532339,0.6032077114427861,17.34902985074627,16.953830845771144,66.87856960408685,13.66915422885572,1.3045112781954886,75.10952736318407,0.04477611940298507,0.0398,0.0072,0.0118,0.607,17.17,66.3,13.95,1.27,1306812.16
2023-12-01,822,29,1351070.74,1643.6383698296836,21479.63,18151.15,98.32762773722628,0.6227542579075426,0.6118430656934306,17.62228710462287,17.234306569343065,68.63667496886676,12.98418491484185,1.2567567567567568,75.3510097323601,0.024330900243309004,0.0353,0.0354,0.0134,0.614,17.38,67.23,13.55,1.27,1317150.18
2024-01-01,829,42,1398219.39,1686.6337635705668,19562.78,19766.78,98.41060313630881,0.6365271411338963,0.6237334137515079,17.937430639324486,17.541351025331725,69.96528535980148,12.729794933655006,1.332112332112332,75.42132689987938,0.04221954161640531,0.0507,0.0349,0.0141,0.624,17.64,68.49,13.13,1.3,1351391.53
2024-02-01,847,32,1453735.48,1716.3346871310507,18821.91,20384.420000000002,98.54743801652891,0.6421227863046045,0.6322892561983471,18.208040141676506,17.79017709563164,70.64359281437126,13.230224321133411,1.2715311004784688,75.75970484061394,0.043683589138134596,0.0378,0.0397,0.014,0.634,17.92,69.75,12.98,1.29,1401008.54
2024-03-01,880,36,1545088.59,1755.7824886363637,30900.45,23830.22,98.27251136363635,0.6369295454545455,0.6337772727272728,18.003795454545454,17.768829545454544,70.06872685185185,13.438636363636364,1.3509781357882624,75.5023409090909,0.038636363636363635,0.0409,0.0628,0.0154,0.639,18.05,70.23,13.13,1.32,1465681.15
2024-04-01,895,23,1614149.59,1803.519094972067,21590.08,18603.29,98.42362011173184,0.638004469273743,0.6356178770949721,17.928793296089385,17.797184357541898,70.55029680365297,12.43463687150838,1.3151927437641724,75.81258100558658,0.041340782122905026,0.0257,0.0447,0.0115,0.639,18.05,70.42,13.03,1.31,1537657.89
2024-05-01,912,22,1671875.13,1833.1964144736842,23410.84,24501.79,98.47819078947369,0.6321874999999999,0.6330109649122807,17.981984649122808,17.819002192982456,69.67858574610246,13.199561403508772,1.29490022172949,75.71342105263157,0.03399122807017544,0.0241,0.0358,0.0147,0.636,17.97,70.1,13.02,1.32,1610371.1
2024-06-01,940,49,1720911.44,1830.7568510638298,24730.35,27219.16,98.336,0.6234989361702128,0.6271085106382979,17.66581914893617,17.666542553191487,68.40742424242424,12.518085106382978,1.3135135135135134,75.70789361702127,0.02021276595744681,0.0521,0.0293,0.0158,0.631,17.86,69.55,12.72,1.31,1668978.72
2024-07-01,928,35,1704759.42,1837.0252370689655,19438.76,30174.27,98.1671875,0.6197262931034483,0.6239676724137931,17.552769396551724,17.602823275862068,68.37403528114663,13.607758620689655,1.3133187772925765,75.97792025862068,0.029094827586206896,0.0377,-0.0094,0.0177,0.625,17.73,68.82,13.11,1.31,1699182.0
2024-08-01,938,43,1737561.13,1852.4105863539444,26505.88,29704.34,97.86358208955224,0.6094754797441364,0.6165255863539446,17.273070362473348,17.379776119402983,66.66995633187773,15.019189765458423,1.2951351351351352,76.03428571428572,0.0511727078891258,0.0458,0.0192,0.0171,0.618,17.5,67.82,13.72,1.31,1721077.33
2024-09-01,941,33,1756544.4,1866.678427205101,19563.44,26439.44,97.9691817215728,0.6094495217853347,0.6104612114771519,17.309766206163655,17.236960680127524,66.43953563714904,13.670563230605739,1.305793991416309,76.10140276301806,0.03719447396386823,0.0351,0.0109,0.0151,0.613,17.38,67.16,14.1,1.3,1732954.98
2024-10-01,951,46,1839282.11,1934.0505888538382,19269.98,30746.24,97.85226077812828,0.613006309148265,0.6087749737118823,17.34672975814932,17.17757097791798,66.97129171151776,13.634069400630915,1.247083775185578,76.29320715036803,0.0452155625657203,0.0484,0.0471,0.0167,0.611,17.31,66.69,14.11,1.28,1777795.88
2024-11-01,950,42,1785421.57,1879.3911263157895,32356.71,24786.079999999998,98.16627368421054,0.6216368421052632,0.6136589473684211,17.771336842105264,17.375947368421055,67.59909677419354,13.82842105263158,1.361995753715499,76.56014736842106,0.05052631578947368,0.0442,-0.0293,0.0139,0.615,17.48,67.0,13.71,1.3,1793749.36
2024-12-01,965,40,1842450.36,1909.2749844559587,25592.11,26021.9,98.15789637305699,0.6267730569948187,0.6190020725388601,17.700093264248704,17.4400414507772,69.02635405690201,13.974093264248705,1.3062302006335798,76.48952331606218,0.03005181347150259,0.0415,0.0319,0.0141,0.62,17.61,67.87,13.81,1.31,1822384.68
